"46500","キングダムテール・ディフェンダーガントレット","0","","0","0","1","0","0","","キングダムテール・ディフェンダーガントレット","56348","750","3","4","0","37","0","5","5","8100","1","True","True","False","False","99999","0","False","0","False","0","2","0","10","8","21800","0","False","False","0","100","0","1","59","0","0","1","887, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1196","1196","1","413","3","446","19","246","44","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","False","False","0","True"
"46501","キングダムテール・ディフェンダートラウザー","0","","0","0","1","0","0","","キングダムテール・ディフェンダートラウザー","57758","750","3","4","0","36","0","7","5","8100","1","True","True","False","False","99999","0","False","0","False","0","2","0","13","8","21800","0","False","False","0","100","0","1","59","0","0","1","887, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1604","1604","1","657","3","708","27","391","19","274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","False","False","0","True"
"46502","キングダムテール・ディフェンダーソルレット","0","","0","0","1","0","0","","キングダムテール・ディフェンダーソルレット","57850","750","3","4","0","38","0","8","5","8100","1","True","True","False","False","99999","0","False","0","False","0","2","0","10","8","21800","0","False","False","0","100","0","1","59","0","0","1","887, 1, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1196","1196","1","413","3","446","44","246","27","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","False","False","0","True"
"46503","キングダムテール・スレイヤーヘルム","0","","0","0","1","0","0","","キングダムテール・スレイヤーヘルム","56841","750","3","4","0","34","0","3","5","10100","1","True","True","False","False","99999","0","False","0","True","0","2","0","10","8","21800","0","False","False","0","100","0","1","76","0","0","2","887, 2, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","837","658","1","413","3","446","22","246","27","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"46504","キングダムテール・スレイヤーキュイラス","0","","0","0","1","0","0","","キングダムテール・スレイヤーキュイラス","57235","750","3","4","0","35","0","4","5","10100","1","True","True","False","False","99999","0","False","0","True","0","2","0","10","8","21800","0","False","False","0","100","0","1","76","0","0","2","887, 2, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1123","882","1","657","3","708","44","391","27","274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"46505","キングダムテール・スレイヤーガントレット","0","","0","0","1","0","0","","キングダムテール・スレイヤーガントレット","56349","750","3","4","0","37","0","5","5","10100","1","True","True","False","False","99999","0","False","0","False","0","2","0","10","8","21800","0","False","False","0","100","0","1","76","0","0","2","887, 2, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","837","658","1","413","3","446","27","246","22","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"46506","キングダムテール・スレイヤートラウザー","0","","0","0","1","0","0","","キングダムテール・スレイヤートラウザー","57759","750","3","4","0","36","0","7","5","10100","1","True","True","False","False","99999","0","False","0","False","0","2","0","13","8","21800","0","False","False","0","100","0","1","76","0","0","2","887, 2, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","1123","882","1","657","3","708","22","391","27","274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"46507","キングダムテール・スレイヤーソルレット","0","","0","0","1","0","0","","キングダムテール・スレイヤーソルレット","57851","750","3","4","0","38","0","8","5","10100","1","True","True","False","False","99999","0","False","0","False","0","2","0","10","8","21800","0","False","False","0","100","0","1","76","0","0","2","887, 2, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","837","658","1","413","3","446","44","246","22","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","False","False","0","True"
"46508","キングダムテール・ストライカーバンダナ","0","","0","0","1","0","0","","キングダムテール・ストライカーバンダナ","56846","750","3","4","0","34","0","3","5","19100","1","True","True","False","False","99999","0","False","0","True","0","2","0","13","8","21800","0","False","False","0","100","0","1","65","0","0","3","888, 2, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","658","658","1","413","3","446","27","246","44","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","False","False","0","True"
"46509","キングダムテール・ストライカージレ","0","","0","0","1","0","0","","キングダムテール・ストライカージレ","57240","750","3","4","0","35","0","4","5","19100","1","True","True","False","False","99999","0","False","0","True","0","2","0","13","8","21800","0","False","False","0","100","0","1","65","0","0","3","888, 2, 0, 0","0, 0, 0, 0","0","0","0","0","0","0","0","0","882","882","1","657","3","708","44","391","27","274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","False","False","0","True"
